Rating Distribution
1.0 	#= 80 	%= 6.56275635767
2.0 	#= 62 	%= 5.08613617719
3.0 	#= 96 	%= 7.8753076292
4.0 	#= 224 	%= 18.3757178015
5.0 	#= 752 	%= 61.6899097621

By-Rating Analysis
( 1.0 )
# Correct Title      Polarizations:  23 	28.75 %
# Correct Text       Polarizations:  45 	56.25 %
# Correct Title/Text Polarizations:  16 	20.0 %
# Correct w.r.t. SO  Polarizations:  47 	58.75 %
Minimum Semantic Orientation      :  -4.10800522164
Maximum Semantic Orientation      :  4.32499847078
Average Semantic Orientation      :  -0.11806191259
Percantage of Good Ratings        :  56.25 %


( 2.0 )
# Correct Title      Polarizations:  20 	32.2580645161 %
# Correct Text       Polarizations:  28 	45.1612903226 %
# Correct Title/Text Polarizations:  11 	17.7419354839 %
# Correct w.r.t. SO  Polarizations:  34 	54.8387096774 %
Minimum Semantic Orientation      :  -7.89135107031
Maximum Semantic Orientation      :  0.85747362778
Average Semantic Orientation      :  -0.646424002864
Percantage of Good Ratings        :  45.1612903226 %


( 3.0 )
# Correct Title      Polarizations:  63 	65.625 %
# Correct Text       Polarizations:  55 	57.2916666667 %
# Correct Title/Text Polarizations:  39 	40.625 %
# Correct w.r.t. SO  Polarizations:  54 	56.25 %
Minimum Semantic Orientation      :  -5.30069117426
Maximum Semantic Orientation      :  1.82577891005
Average Semantic Orientation      :  -0.183704238283
Percantage of Good Ratings        :  4.16666666667 %


( 4.0 )
# Correct Title      Polarizations:  150 	66.9642857143 %
# Correct Text       Polarizations:  147 	65.625 %
# Correct Title/Text Polarizations:  91 	40.625 %
# Correct w.r.t. SO  Polarizations:  114 	50.8928571429 %
Minimum Semantic Orientation      :  -4.81854773522
Maximum Semantic Orientation      :  7.18992078279
Average Semantic Orientation      :  0.130427122314
Percantage of Good Ratings        :  65.625 %


( 5.0 )
# Correct Title      Polarizations:  570 	75.7978723404 %
# Correct Text       Polarizations:  509 	67.6861702128 %
# Correct Title/Text Polarizations:  400 	53.1914893617 %
# Correct w.r.t. SO  Polarizations:  493 	65.5585106383 %
Minimum Semantic Orientation      :  -8.19453865845
Maximum Semantic Orientation      :  9.47057572679
Average Semantic Orientation      :  0.114342450064
Percantage of Good Ratings        :  67.6861702128 %


Calculated Star Rating Success%: 60.1312551272

index 	old *-val 	new *-val 	delta
678 	4.0 	5.0 	-1.0
679 	2.0 	1.0 	1.0
680 	5.0 	5.0 	0.0
681 	4.0 	5.0 	-1.0
682 	2.0 	1.0 	1.0
683 	5.0 	5.0 	0.0
684 	5.0 	5.0 	0.0
685 	2.0 	1.0 	1.0
686 	5.0 	1.0 	4.0
687 	5.0 	5.0 	0.0
688 	3.0 	2.0 	1.0
689 	1.0 	1.0 	0.0
690 	5.0 	1.0 	4.0
691 	3.0 	1.0 	2.0
692 	4.0 	5.0 	-1.0
693 	1.0 	1.0 	0.0
694 	2.0 	5.0 	-3.0
695 	3.0 	5.0 	-2.0
696 	4.0 	5.0 	-1.0
697 	5.0 	5.0 	0.0
698 	5.0 	1.0 	4.0
699 	5.0 	5.0 	0.0
700 	3.0 	5.0 	-2.0
701 	4.0 	5.0 	-1.0
702 	4.0 	4.0 	0.0
703 	5.0 	1.0 	4.0
704 	3.0 	5.0 	-2.0
705 	4.0 	1.0 	3.0
706 	5.0 	5.0 	0.0
707 	4.0 	1.0 	3.0
708 	4.0 	5.0 	-1.0
709 	4.0 	1.0 	3.0
710 	4.0 	5.0 	-1.0
711 	4.0 	1.0 	3.0
712 	5.0 	5.0 	0.0
713 	5.0 	1.0 	4.0
714 	5.0 	1.0 	4.0
715 	5.0 	5.0 	0.0
716 	2.0 	1.0 	1.0
717 	5.0 	5.0 	0.0
718 	4.0 	5.0 	-1.0
719 	4.0 	5.0 	-1.0
720 	4.0 	1.0 	3.0
721 	1.0 	1.0 	0.0
722 	4.0 	1.0 	3.0
723 	5.0 	5.0 	0.0
724 	3.0 	5.0 	-2.0
725 	4.0 	5.0 	-1.0
726 	5.0 	5.0 	0.0
727 	5.0 	5.0 	0.0
728 	4.0 	5.0 	-1.0
729 	1.0 	1.0 	0.0
730 	5.0 	1.0 	4.0
731 	3.0 	5.0 	-2.0
732 	4.0 	5.0 	-1.0
733 	5.0 	1.0 	4.0
734 	5.0 	5.0 	0.0
735 	3.0 	5.0 	-2.0
736 	5.0 	5.0 	0.0
737 	4.0 	5.0 	-1.0
738 	1.0 	1.0 	0.0
739 	5.0 	1.0 	4.0
740 	3.0 	5.0 	-2.0
741 	4.0 	5.0 	-1.0
742 	5.0 	1.0 	4.0
743 	5.0 	5.0 	0.0
744 	4.0 	5.0 	-1.0
745 	5.0 	5.0 	0.0
746 	5.0 	1.0 	4.0
747 	3.0 	1.0 	2.0
748 	4.0 	5.0 	-1.0
749 	2.0 	1.0 	1.0
750 	5.0 	5.0 	0.0
751 	5.0 	1.0 	4.0
752 	3.0 	5.0 	-2.0
753 	5.0 	5.0 	0.0
754 	4.0 	5.0 	-1.0
755 	5.0 	5.0 	0.0
756 	3.0 	5.0 	-2.0
757 	5.0 	1.0 	4.0
758 	5.0 	5.0 	0.0
759 	4.0 	1.0 	3.0
760 	5.0 	1.0 	4.0
761 	3.0 	1.0 	2.0
762 	2.0 	5.0 	-3.0
763 	2.0 	1.0 	1.0
764 	3.0 	5.0 	-2.0
765 	5.0 	5.0 	0.0
766 	5.0 	1.0 	4.0
767 	3.0 	5.0 	-2.0
768 	1.0 	1.0 	0.0
769 	5.0 	5.0 	0.0
770 	5.0 	1.0 	4.0
771 	5.0 	1.0 	4.0
772 	2.0 	5.0 	-3.0
773 	5.0 	5.0 	0.0
774 	3.0 	5.0 	-2.0
775 	5.0 	5.0 	0.0
776 	5.0 	1.0 	4.0
777 	3.0 	5.0 	-2.0
778 	1.0 	1.0 	0.0
779 	5.0 	1.0 	4.0
780 	5.0 	5.0 	0.0
781 	5.0 	5.0 	0.0
782 	3.0 	5.0 	-2.0
783 	5.0 	1.0 	4.0
784 	1.0 	1.0 	0.0
785 	5.0 	5.0 	0.0
786 	5.0 	5.0 	0.0
787 	1.0 	1.0 	0.0
788 	5.0 	5.0 	0.0
789 	5.0 	1.0 	4.0
790 	4.0 	5.0 	-1.0
791 	3.0 	1.0 	2.0
792 	5.0 	1.0 	4.0
793 	4.0 	1.0 	3.0
794 	1.0 	1.0 	0.0
795 	5.0 	5.0 	0.0
796 	5.0 	5.0 	0.0
797 	1.0 	1.0 	0.0
798 	5.0 	5.0 	0.0
799 	5.0 	1.0 	4.0
800 	4.0 	5.0 	-1.0
801 	3.0 	1.0 	2.0
802 	5.0 	1.0 	4.0
803 	4.0 	1.0 	3.0
804 	1.0 	1.0 	0.0
805 	5.0 	5.0 	0.0
806 	5.0 	5.0 	0.0
807 	5.0 	1.0 	4.0
808 	4.0 	5.0 	-1.0
809 	3.0 	1.0 	2.0
810 	4.0 	1.0 	3.0
811 	1.0 	1.0 	0.0
812 	4.0 	5.0 	-1.0
813 	4.0 	1.0 	3.0
814 	2.0 	5.0 	-3.0
815 	4.0 	5.0 	-1.0
816 	5.0 	1.0 	4.0
817 	4.0 	5.0 	-1.0
818 	4.0 	1.0 	3.0
819 	4.0 	5.0 	-1.0
820 	4.0 	1.0 	3.0
821 	4.0 	1.0 	3.0
822 	4.0 	5.0 	-1.0
823 	4.0 	5.0 	-1.0
824 	4.0 	5.0 	-1.0
825 	2.0 	5.0 	-3.0
826 	4.0 	5.0 	-1.0
827 	2.0 	5.0 	-3.0
828 	4.0 	1.0 	3.0
829 	4.0 	1.0 	3.0
830 	4.0 	5.0 	-1.0
831 	4.0 	5.0 	-1.0
832 	5.0 	5.0 	0.0
833 	2.0 	5.0 	-3.0
834 	5.0 	1.0 	4.0
835 	5.0 	1.0 	4.0
836 	2.0 	5.0 	-3.0
837 	5.0 	1.0 	4.0
838 	4.0 	1.0 	3.0
839 	5.0 	5.0 	0.0
840 	3.0 	1.0 	2.0
841 	4.0 	5.0 	-1.0
842 	2.0 	2.0 	0.0
843 	2.0 	5.0 	-3.0
844 	4.0 	1.0 	3.0
845 	4.0 	1.0 	3.0
846 	4.0 	1.0 	3.0
847 	4.0 	5.0 	-1.0
848 	5.0 	5.0 	0.0
849 	2.0 	2.0 	0.0
850 	2.0 	5.0 	-3.0
851 	4.0 	5.0 	-1.0
852 	5.0 	5.0 	0.0
853 	2.0 	5.0 	-3.0
854 	5.0 	1.0 	4.0
855 	4.0 	5.0 	-1.0
856 	5.0 	5.0 	0.0
857 	2.0 	2.0 	0.0
858 	5.0 	1.0 	4.0
859 	4.0 	5.0 	-1.0
860 	5.0 	5.0 	0.0
861 	2.0 	5.0 	-3.0
862 	5.0 	5.0 	0.0
863 	5.0 	1.0 	4.0
864 	4.0 	5.0 	-1.0
865 	5.0 	5.0 	0.0
866 	5.0 	5.0 	0.0
867 	4.0 	5.0 	-1.0
868 	5.0 	5.0 	0.0
869 	5.0 	1.0 	4.0
870 	4.0 	5.0 	-1.0
871 	2.0 	5.0 	-3.0
872 	5.0 	5.0 	0.0
873 	5.0 	1.0 	4.0
874 	4.0 	5.0 	-1.0
875 	5.0 	5.0 	0.0
876 	4.0 	1.0 	3.0
877 	5.0 	1.0 	4.0
878 	2.0 	1.0 	1.0
879 	5.0 	5.0 	0.0
880 	3.0 	5.0 	-2.0
881 	5.0 	5.0 	0.0
882 	3.0 	5.0 	-2.0
883 	1.0 	5.0 	-4.0
884 	3.0 	2.0 	1.0
885 	1.0 	5.0 	-4.0
886 	5.0 	5.0 	0.0
887 	4.0 	1.0 	3.0
888 	4.0 	1.0 	3.0
889 	2.0 	1.0 	1.0
890 	3.0 	5.0 	-2.0
891 	5.0 	5.0 	0.0
892 	3.0 	5.0 	-2.0
893 	2.0 	5.0 	-3.0
894 	3.0 	2.0 	1.0
895 	1.0 	5.0 	-4.0
896 	5.0 	5.0 	0.0
897 	3.0 	5.0 	-2.0
898 	5.0 	1.0 	4.0
899 	2.0 	1.0 	1.0
900 	4.0 	1.0 	3.0
901 	4.0 	5.0 	-1.0
902 	3.0 	5.0 	-2.0
903 	5.0 	5.0 	0.0
904 	3.0 	5.0 	-2.0
905 	2.0 	5.0 	-3.0
906 	4.0 	1.0 	3.0
907 	5.0 	5.0 	0.0
908 	3.0 	5.0 	-2.0
909 	5.0 	5.0 	0.0
910 	5.0 	1.0 	4.0
911 	4.0 	1.0 	3.0
912 	4.0 	5.0 	-1.0
913 	2.0 	5.0 	-3.0
914 	3.0 	1.0 	2.0
915 	3.0 	1.0 	2.0
916 	5.0 	1.0 	4.0
917 	1.0 	1.0 	0.0
918 	4.0 	5.0 	-1.0
919 	4.0 	1.0 	3.0
920 	5.0 	5.0 	0.0
921 	5.0 	1.0 	4.0
922 	4.0 	5.0 	-1.0
923 	5.0 	1.0 	4.0
924 	3.0 	1.0 	2.0
925 	3.0 	5.0 	-2.0
926 	5.0 	1.0 	4.0
927 	4.0 	1.0 	3.0
928 	5.0 	5.0 	0.0
929 	5.0 	5.0 	0.0
930 	5.0 	5.0 	0.0
931 	3.0 	1.0 	2.0
932 	5.0 	1.0 	4.0
933 	3.0 	1.0 	2.0
934 	3.0 	5.0 	-2.0
935 	4.0 	5.0 	-1.0
936 	2.0 	1.0 	1.0
937 	4.0 	1.0 	3.0
938 	5.0 	5.0 	0.0
939 	5.0 	1.0 	4.0
940 	3.0 	5.0 	-2.0
941 	4.0 	5.0 	-1.0
942 	4.0 	5.0 	-1.0
943 	5.0 	5.0 	0.0
944 	5.0 	5.0 	0.0
945 	5.0 	5.0 	0.0
946 	5.0 	2.0 	3.0
947 	3.0 	5.0 	-2.0
948 	4.0 	5.0 	-1.0
949 	4.0 	5.0 	-1.0
950 	5.0 	5.0 	0.0
951 	5.0 	5.0 	0.0
952 	5.0 	1.0 	4.0
953 	5.0 	5.0 	0.0
954 	5.0 	5.0 	0.0
955 	3.0 	1.0 	2.0
956 	5.0 	5.0 	0.0
957 	5.0 	2.0 	3.0
958 	4.0 	5.0 	-1.0
959 	2.0 	5.0 	-3.0
960 	5.0 	5.0 	0.0
961 	5.0 	1.0 	4.0
962 	5.0 	5.0 	0.0
963 	4.0 	5.0 	-1.0
964 	3.0 	1.0 	2.0
965 	4.0 	5.0 	-1.0
966 	5.0 	5.0 	0.0
967 	5.0 	1.0 	4.0
968 	4.0 	1.0 	3.0
969 	5.0 	5.0 	0.0
970 	4.0 	5.0 	-1.0
971 	3.0 	1.0 	2.0
972 	5.0 	5.0 	0.0
973 	4.0 	5.0 	-1.0
974 	3.0 	5.0 	-2.0
975 	5.0 	5.0 	0.0
976 	4.0 	5.0 	-1.0
977 	5.0 	5.0 	0.0
978 	5.0 	5.0 	0.0
979 	5.0 	5.0 	0.0
980 	5.0 	5.0 	0.0
981 	4.0 	1.0 	3.0
982 	5.0 	1.0 	4.0
983 	5.0 	5.0 	0.0
984 	5.0 	1.0 	4.0
985 	5.0 	5.0 	0.0
986 	5.0 	5.0 	0.0
987 	5.0 	5.0 	0.0
988 	5.0 	5.0 	0.0
989 	4.0 	1.0 	3.0
990 	4.0 	1.0 	3.0
991 	5.0 	1.0 	4.0
992 	5.0 	1.0 	4.0
993 	5.0 	5.0 	0.0
994 	3.0 	5.0 	-2.0
995 	1.0 	5.0 	-4.0
996 	5.0 	5.0 	0.0
997 	5.0 	1.0 	4.0
998 	4.0 	1.0 	3.0
999 	5.0 	5.0 	0.0
1000 	5.0 	1.0 	4.0
1001 	4.0 	1.0 	3.0
1002 	5.0 	1.0 	4.0
1003 	5.0 	1.0 	4.0
1004 	5.0 	5.0 	0.0
1005 	5.0 	1.0 	4.0
1006 	5.0 	5.0 	0.0
1007 	4.0 	1.0 	3.0
1008 	4.0 	1.0 	3.0
1009 	4.0 	5.0 	-1.0
1010 	5.0 	1.0 	4.0
1011 	5.0 	5.0 	0.0
1012 	4.0 	5.0 	-1.0
1013 	5.0 	1.0 	4.0
1014 	5.0 	5.0 	0.0
1015 	5.0 	1.0 	4.0
1016 	4.0 	5.0 	-1.0
1017 	5.0 	5.0 	0.0
1018 	5.0 	1.0 	4.0
1019 	5.0 	1.0 	4.0
1020 	5.0 	2.0 	3.0
1021 	5.0 	5.0 	0.0
1022 	5.0 	5.0 	0.0
1023 	5.0 	5.0 	0.0
1024 	5.0 	5.0 	0.0
1025 	5.0 	5.0 	0.0
1026 	5.0 	1.0 	4.0
1027 	5.0 	1.0 	4.0
1028 	5.0 	5.0 	0.0
1029 	4.0 	1.0 	3.0
1030 	5.0 	1.0 	4.0
1031 	4.0 	1.0 	3.0
1032 	4.0 	5.0 	-1.0
1033 	5.0 	5.0 	0.0
1034 	5.0 	5.0 	0.0
1035 	5.0 	1.0 	4.0
1036 	4.0 	5.0 	-1.0
1037 	5.0 	5.0 	0.0
1038 	5.0 	5.0 	0.0
1039 	2.0 	1.0 	1.0
1040 	4.0 	5.0 	-1.0
1041 	5.0 	1.0 	4.0
1042 	2.0 	5.0 	-3.0
1043 	5.0 	5.0 	0.0
1044 	5.0 	5.0 	0.0
1045 	5.0 	5.0 	0.0
1046 	4.0 	5.0 	-1.0
1047 	5.0 	1.0 	4.0
1048 	5.0 	1.0 	4.0
1049 	4.0 	5.0 	-1.0
1050 	5.0 	5.0 	0.0
1051 	4.0 	5.0 	-1.0
1052 	5.0 	1.0 	4.0
1053 	5.0 	5.0 	0.0
1054 	4.0 	5.0 	-1.0
1055 	5.0 	5.0 	0.0
1056 	5.0 	5.0 	0.0
1057 	3.0 	1.0 	2.0
1058 	5.0 	5.0 	0.0
1059 	4.0 	5.0 	-1.0
1060 	5.0 	5.0 	0.0
1061 	5.0 	5.0 	0.0
1062 	5.0 	5.0 	0.0
1063 	5.0 	5.0 	0.0
1064 	5.0 	1.0 	4.0
1065 	4.0 	1.0 	3.0
1066 	4.0 	1.0 	3.0
1067 	5.0 	5.0 	0.0
1068 	5.0 	1.0 	4.0
1069 	5.0 	5.0 	0.0
1070 	5.0 	1.0 	4.0
1071 	5.0 	5.0 	0.0
1072 	4.0 	5.0 	-1.0
1073 	5.0 	1.0 	4.0
1074 	5.0 	1.0 	4.0
1075 	4.0 	1.0 	3.0
1076 	5.0 	2.0 	3.0
1077 	5.0 	5.0 	0.0
1078 	5.0 	5.0 	0.0
1079 	5.0 	1.0 	4.0
1080 	5.0 	1.0 	4.0
1081 	4.0 	5.0 	-1.0
1082 	4.0 	5.0 	-1.0
1083 	5.0 	1.0 	4.0
1084 	4.0 	5.0 	-1.0
1085 	5.0 	1.0 	4.0
1086 	5.0 	5.0 	0.0
1087 	5.0 	1.0 	4.0
1088 	5.0 	1.0 	4.0
1089 	3.0 	5.0 	-2.0
1090 	5.0 	5.0 	0.0
1091 	5.0 	5.0 	0.0
1092 	5.0 	5.0 	0.0
1093 	5.0 	5.0 	0.0
1094 	4.0 	1.0 	3.0
1095 	4.0 	1.0 	3.0
1096 	5.0 	5.0 	0.0
1097 	5.0 	1.0 	4.0
1098 	4.0 	5.0 	-1.0
1099 	4.0 	5.0 	-1.0
1100 	5.0 	5.0 	0.0
1101 	5.0 	5.0 	0.0
1102 	4.0 	5.0 	-1.0
1103 	5.0 	5.0 	0.0
1104 	4.0 	5.0 	-1.0
1105 	4.0 	5.0 	-1.0
1106 	5.0 	1.0 	4.0
1107 	5.0 	1.0 	4.0
1108 	2.0 	1.0 	1.0
1109 	5.0 	5.0 	0.0
1110 	5.0 	1.0 	4.0
1111 	5.0 	5.0 	0.0
1112 	5.0 	5.0 	0.0
1113 	4.0 	5.0 	-1.0
1114 	4.0 	5.0 	-1.0
1115 	5.0 	5.0 	0.0
1116 	4.0 	1.0 	3.0
1117 	5.0 	5.0 	0.0
1118 	2.0 	5.0 	-3.0
1119 	5.0 	5.0 	0.0
1120 	4.0 	5.0 	-1.0
1121 	5.0 	1.0 	4.0
1122 	4.0 	5.0 	-1.0
1123 	5.0 	1.0 	4.0
1124 	5.0 	1.0 	4.0
1125 	5.0 	5.0 	0.0
1126 	5.0 	1.0 	4.0
1127 	5.0 	5.0 	0.0
1128 	5.0 	1.0 	4.0
1129 	3.0 	1.0 	2.0
1130 	5.0 	5.0 	0.0
1131 	4.0 	5.0 	-1.0
1132 	5.0 	1.0 	4.0
1133 	3.0 	1.0 	2.0
1134 	4.0 	5.0 	-1.0
1135 	5.0 	5.0 	0.0
1136 	5.0 	5.0 	0.0
1137 	5.0 	1.0 	4.0
1138 	5.0 	1.0 	4.0
1139 	5.0 	2.0 	3.0
1140 	5.0 	5.0 	0.0
1141 	5.0 	1.0 	4.0
1142 	5.0 	1.0 	4.0
1143 	3.0 	1.0 	2.0
1144 	5.0 	5.0 	0.0
1145 	5.0 	5.0 	0.0
1146 	4.0 	5.0 	-1.0
1147 	5.0 	1.0 	4.0
1148 	5.0 	5.0 	0.0
1149 	5.0 	1.0 	4.0
1150 	5.0 	1.0 	4.0
1151 	5.0 	5.0 	0.0
1152 	5.0 	5.0 	0.0
1153 	5.0 	5.0 	0.0
1154 	1.0 	1.0 	0.0
1155 	5.0 	5.0 	0.0
1156 	5.0 	1.0 	4.0
1157 	5.0 	5.0 	0.0
1158 	4.0 	5.0 	-1.0
1159 	5.0 	5.0 	0.0
1160 	3.0 	1.0 	2.0
1161 	4.0 	5.0 	-1.0
1162 	5.0 	1.0 	4.0
1163 	5.0 	1.0 	4.0
1164 	5.0 	5.0 	0.0
1165 	5.0 	1.0 	4.0
1166 	4.0 	1.0 	3.0
1167 	5.0 	1.0 	4.0
1168 	4.0 	5.0 	-1.0
1169 	5.0 	5.0 	0.0
1170 	4.0 	1.0 	3.0
1171 	5.0 	1.0 	4.0
1172 	5.0 	1.0 	4.0
1173 	5.0 	5.0 	0.0
1174 	5.0 	2.0 	3.0
1175 	5.0 	5.0 	0.0
1176 	4.0 	5.0 	-1.0
1177 	4.0 	1.0 	3.0
1178 	5.0 	1.0 	4.0
1179 	4.0 	5.0 	-1.0
1180 	4.0 	5.0 	-1.0
1181 	5.0 	5.0 	0.0
1182 	5.0 	1.0 	4.0
1183 	5.0 	5.0 	0.0
1184 	5.0 	1.0 	4.0
1185 	5.0 	1.0 	4.0
1186 	4.0 	5.0 	-1.0
1187 	5.0 	1.0 	4.0
1188 	5.0 	5.0 	0.0
1189 	5.0 	5.0 	0.0
1190 	5.0 	5.0 	0.0
1191 	5.0 	1.0 	4.0
1192 	5.0 	5.0 	0.0
1193 	5.0 	1.0 	4.0
1194 	4.0 	5.0 	-1.0
1195 	5.0 	5.0 	0.0
1196 	5.0 	5.0 	0.0
1197 	4.0 	4.0 	0.0
1198 	5.0 	5.0 	0.0
1199 	4.0 	4.0 	0.0
1200 	4.0 	5.0 	-1.0
1201 	5.0 	5.0 	0.0
1202 	5.0 	5.0 	0.0
1203 	5.0 	1.0 	4.0
1204 	5.0 	5.0 	0.0
1205 	5.0 	1.0 	4.0
1206 	5.0 	1.0 	4.0
1207 	5.0 	5.0 	0.0
1208 	5.0 	5.0 	0.0
1209 	5.0 	5.0 	0.0
1210 	4.0 	5.0 	-1.0
1211 	5.0 	1.0 	4.0
1212 	4.0 	5.0 	-1.0
1213 	5.0 	5.0 	0.0
1214 	4.0 	5.0 	-1.0
1215 	5.0 	5.0 	0.0
1216 	5.0 	1.0 	4.0
1217 	5.0 	5.0 	0.0
1218 	5.0 	1.0 	4.0
